Date,Headline
2021-06-10,"The six Premier League clubs, who had signed up to play in the breakaway European Super League, have agreed to pay a fine of 22 million pounds            		  "
2021-06-10,Supply will become more susceptible in the years ahead as public health threats and potential cyberattacks loom large.            		  
2021-06-10,"The Uttarakhand Cabinet gave its nod to the Chief Minister Vatsalya Yojana, which aims to help children who lost their parents or the earning member of their family during the Covid-19 pandemic            		  "
2021-06-10,The board of MMTC has approved the debt restructuring scheme of the state-owned company which envisages settlement of dues out of the disinvestment proceeds of the Neelachal Ispat Nigam Limited (NINL)            		  
2021-06-10,"The overall global Covid-19 caseload has topped 174.3 million, while the deaths have surged to more than 3.75 million, according to the Johns Hopkins University.            		  "
2021-06-10,"Nickel has made 'harami' candlestick formation after sharp red candle, indicating selling momentum has subsided            		  "
2021-06-10,"At least eleven people, including eight minors, lost their lives after a residential structure collapsed in New Collector compound, Malad West of Mumbai late on Wednesday night            		  "
2021-06-10,North Korean leader's weight has long been tracked by spy agencies for clues about the stability of his regime.            		  
2021-06-10,"According to the ""Fashion E-commerce Report"" by Unicommerce, another interesting trend was that online fashion gained prominence in tier-2 and tier-3 cities            		  "
2021-06-10,"A total of 64 companies, including Century Plyboards, Mazagon Dock Shipbuilders, NHPC, and SAIL, are scheduled to post their quarterly numbers today            		  "
2021-06-10,All that happened in the markets today            		  
2021-06-10,"As many as 764 cases of black fungus have been reported so far and 49 people have succumbed to the disease in Indore, informed Apoorva Tiwari, District Data Manager, Health Department, Indore            		  "
2021-06-10,New research from the SBTi revealed that none of the G7's leading stock indexes are currently aligned with a 1.5 degrees Celsius or two degrees pathway            		  
2021-06-10,Business Standard brings top headlines on Thursday            		  
2021-06-10,"Investors have adopted a wait-and-see attitude all week, sucking volatility from the market and leaving major currencies mostly range-bound            		  "
2021-06-10,"Coronavirus live updates: Tamil Nadu recorded 17,321 cases in the last 24 hours. Kerala registered 15,204 infections, Maharashtra 10,959, Karnataka 10,959, Delhi 337. Stay tuned for corona-related new            		  "
2021-06-10,The Palestinian Health Ministry said Israeli troops shot and killed two security officers during clashes in the West Bank town of Jenin early Thursday            		  
2021-06-10,"Brent crude oil futures were down 34 cents, or 0.5%, at $71.88 a barrel by 0108 GMT, while US oil futures declined by 36 cents, or 0.5%, at $69.60 a barrel            		  "
2021-06-10,A Russian court outlawed the organisations founded by opposition leader Alexey Navalny by labelling them extremist            		  
2021-06-10,SEBI barred Franklin from launching any new debt schemes for two years after a probe into its sudden closure of six credit funds last year found serious lapses and violations            		  
2021-06-10,"Multiple rockets have targeted two Iraqi military bases hosting US-led coalition troops and foreign contractors, Iraqi security officials and the military said            		  "
2021-06-10,Gold prices traded flat in India on Thursday despite easing in the international markets ahead of the release of the US inflation data            		  
2021-06-10,"The best solution against the variant, first identified in India, is to test, isolate positive cases and vaccinate, says Sam Fazeli.            		  "
2021-06-10,External Affairs Minister of India S Jaishankar arrived in Kuwait on a bilateral visit early on Thursday            		  
2021-06-10,"US top infectious disease expert Anthony Fauci has warned of the risks of a new Covid-19 variant, first identified in India, which is now spreading widely in the UK            		  "
2021-06-10,"All schemes were holding highly illiquid and large portions of low-rated securities. As a result, the fund house had challenges meeting the redemption requests            		  "
2021-06-10,Its non-cigarette FMCG business has been restructured and positioned as the next growth engine but the market still considers the conglomerate a tobacco player            		  
2021-06-10,"File insurance claims, repay loans, and synchronise investment portfolio with altered risk profile            		  "
2021-06-10,Govt likely to give partial indemnity to company            		  
2021-06-10,"Big discounts, cashback offers, early sales part of strategy            		  "
2021-06-10,The G7 summit will be attended by Prime Minister Narendra Modi virtually            		  
2021-06-10,Here are the best of BS Opinions of the day            		  
2021-06-10,"Bug bounty hunters are certified cybersecurity professionals or security researchers, who crawl the web, scanning the systems for gaps through which hackers can sneak in and alert the companies            		  "
2021-06-10,"Most of the 10-year security is now with the RBI, and a segment of the bond market says the central bank must increase the liquidity of this segment            		  "
2021-06-10,"Vigna's appointment shows Ferrari's development strategy remains firmly anchored in making cutting-edge, high-end cars in an electric future            		  "
2021-06-10,"Frew, 63, has been chair of specialty chemicals-maker Croda International since 2015            		  "
2021-06-10,The settlement marks a major milestone in Volkswagen's efforts to turn a page on its biggest ever corporate scandal            		  
2021-06-10,The EU antitrust watchdog said respondents cited worries over certain exclusivity and tying practices related to voice assistants            		  
2021-06-10,"Vision is undoubtedly imperative for those at the helm. It is all the more important in these times when the role of ""leaders"" is being redefined - from being ""superiors"" to ""leader-servants""            		  "
2021-06-10,The basic conceptual problem with this UPA-era law that the NDA has embraced with gusto can be seen in the toilet-building frenzy that gripped India Inc in 2017-18            		  
2021-06-10,China is a clear winner; US a distant second; Europe and the UK are among the losers; India an also-ran            		  
2021-06-10,Franklin Templeton saga calls for better regulation            		  
2021-06-10,Govt will need to strike the right balance            		  
2021-06-10,The BJP sees value in Prasada as a means to get Brahmins to return to the party            		  
2021-06-10,President Joe Biden was set to make the announcement Thursday in a speech before the start of Group of Seven summit.            		  
2021-06-09,"As a planned strategy to diversify the portfolio, RRBs expanded their housing loans by 20.35 per cent, while gold loans grew 91.73 per cent            		  "
2021-06-09,"Creating 'imaginary enemy', Beijing denounces the sweeping package            		  "
2021-06-09,The airport will be developed in four phases. After the first phase it will be able to handle a minimum of 10 million passengers            		  
2021-06-09,"In terms of conducting elections, Pandey's task will not be very onerous. The UP Assembly elections will be the most challenging event            		  "
2021-06-09,"The project will require over Rs 25,000 crore investment and be completed in 5 years            		  "
2021-06-09,"The country would also like to enter into line-by-line negotiations on the text and it is open and flexible to engage in all possible formats, whether, in plenary or small group meetings, India said            		  "
2021-06-09,"In the future, the authority plans to offer 19 projects worth Rs 35,000 crore under the InvIT model            		  "
2021-06-09,Kant pointed out that the global supply chain is in a flux as most countries are looking at alternatives and reducing their dependence on one country            		  
2021-06-09,"Expects manufacturing, construction sectors to be in stress in ongoing qtr            		  "
2021-06-09,"US Steel Corp, Nucor Corp. and Cleveland-Cliffs Inc control more than 80 per cent of domestic steelmaking capacity and conspired to cause direct harm to JSW, according to a lawsuit            		  "
2021-06-09,"State-owned NBCC and Suraksha group are in the fray to acquire the debt-laden realty firm Jaypee Infratech Ltd (JIL) and complete over 20,000 pending flats for homebuyers            		  "
2021-06-09,"Aviation, hospitality, and multiplex stocks rising on hopes of strong rebound in coming months            		  "
2021-06-09,"Domestic markets surrendered early gains to finish deep in the red on Wednesday as profit-booking emerged in Reliance Industries, banking and infra stocks amid a weak trend in global equities.            		  "
2021-06-09,The industry body has requested the regulator to permit updation of landline numbers of the officials instead of mobile numbers            		  
2021-06-09,"The carrier is currently operating around 40 per cent and 30 per cent of its pre-Covid domestic and international flights, respectively            		  "
2021-06-09,"The remainder of the 2021 Indian Premier League will be played between September 19 and October 15 in the United Arab Emirates (UAE), confirms BCCI            		  "
2021-06-09,"Amid sultry weather and easing of the Covid lockdown, Delhi's peak power demand soared to 6,185 MW on Wednesday, the highest so far this summer, discom officials said.            		  "
2021-06-09,"Nearly 2,000 passengers on Wednesday took a ride on the Noida-Greater Noida metro which resumed service after a hiatus of over a month due to COVID-19 curbs, officials said.            		  "
2021-06-09,"The panel looked into Covid-19 vaccines, drugs, and medicines for Covid-19 treatment and testing kits for coronavirus detection.            		  "
2021-06-09,Jain was appointed as deputy governor for three years in June 2018            		  
2021-06-09,Revenue from operations was down to Rs 589.90 crore during the quarter under review from Rs 620.57 crore in the corresponding quarter of 2019-20            		  
2021-06-09,Sports Minister Kiren Rijiju said Indian athletes will not wear branded apparel in the upcoming Tokyo Games even as the Indian Olympic Association claimed that the search is on for a new partner.            		  
2021-06-09,The PE firm had sold 6% in February 2021            		  
2021-06-09,"A conclusion likely by July 21, when the General Council is scheduled to meet. Meanwhile, India will engage with all members via text negotiations            		  "
2021-06-09,"Move follows 'one last notice' to adhere from Meity, issued four days ago            		  "
2021-06-09,Business Standard brings you the top news of the evening            		  
2021-06-09,Data for the financial year 2020-21 revealed that domestic oil production fell again by 5% to 30.5 mn tonnes. This is the lowest in this century            		  
2021-06-09,"Death toll reached 32,291.            		  "
2021-06-09,"In July last year, India'a largest carrier had laid off 10 per cent of its workforce due to the coronavirus-induced economic crisis.            		  "
2021-06-09,Modi congratulated those figuring in the top-200 positions in QS World University Rankings 2022.            		  
2021-06-09,Night curfew will be enforced every day from 9 pm to 6 am till June 26            		  
2021-06-09,"Kiren Rijiju, the Union Minister for Youth Affairs and Sports, on Wednesday, said that the Indian Olympic-bound contingent will not sport any branded apparel during Tokyo Olympics 2021            		  "
2021-06-09,47-year-old former Union minister Jitin Prasada jumped ship on Wednesday            		  
2021-06-09,The Rabi marketing season (RMS) 2021-22 runs from April to March but the bulk of the procurement gets completed by June.            		  
2021-06-09,Old tweets from England's limited-overs skipper Eoin Morgan and wicket-keeper Jos Buttler have come to light which seem to be written in a way which mocks the English language used by fans            		  
2021-06-09,The US Senate has passed a rare bipartisan legislative package aimed at improving the country's economic competition with China by investing billions of dollars in science and technology            		  
2021-06-09,The company seeks to double revenues by FY26            		  
2021-06-09,Amphotericin-B drug is used to treat black fungus infection            		  
2021-06-09,"New Zealand's two Tests against England before the World Test Championship final against India could end up creating workload management issues for the Black Caps, feels Mike Hesson            		  "
2021-06-09,A senior European Union official expressed frustration Wednesday after talks with the UK broke up without resolving differences            		  
2021-06-09,Investment will support brand building and augmentation of firm's existing capacities; this marks closing of eighth investment by JM Financial India Fund II            		  
2021-06-09,Food regulator FSSAI has asked states to effectively enforce the decision to ban blending of mustard oil with any other cooking oil from June 8.            		  
2021-06-09,Aussie fans will miss out IND vs NZ final as no broadcaster has secured rights to televise the match that will decide the world's best Test team            		  
2021-06-09,"Indian men's cricket team has hit the ground running ahead of the World Test Championship (WTC) final against New Zealand, and skipper Virat Kohli is ecstatic with the sun being out at the Ageas Bowl            		  "
2021-06-09,"Kerala reported 16,204 fresh COVID-19 cases and 156 deaths on Wednesday, taking the tally to 26,44,141 and the toll to 10,437.            		  "
2021-06-09,This comes days after the Central government announced cancellation of the CBSE Class 12 board exams.            		  
2021-06-09,Jammu and Kashmir Lieutenant Governor Manoj Sinha made the announcement            		  
2021-06-09,"Essar Shipping on Wednesday said that its board could not approve the financials for the March quarter and the year ended March 31, 2021 due to unavoidable circumstances in finalisation of accounts            		  "
2021-06-09,The Biden administration's move reflects the ongoing concern that Americans' personal data could be exposed by popular apps tied to China            		  
2021-06-09,Shares of staffing company TeamLease Services on Wednesday jumped nearly 6 per cent after the firm reported a consolidated profit after tax (PAT) of Rs 19.64 crore for the quarter ended March 2021.            		  
2021-06-09,"Spinner Ashton Agar, who is part of Australia's 23-member preliminary squad for tour of the West Indies, said he is not surprised at news of players likely to pull out            		  "
2021-06-09,"Brent crude futures were up 44 cents, or 0.6%, at $72.66 a barrel at 1338 GMT, having earlier touched $72.83, the highest since May 20, 2019.            		  "
2021-06-09,"Company says it incurred a capex of Rs 5,000 crore on these two pipelines, silent on project names            		  "
2021-06-09,Jason Holder has revealed that he was in shock when he was relieved from the West Indies Test captaincy and said that he now wants to focus more on his game            		  
2021-06-09,"Quickening the pace and coverage of vaccination of people is critical for regaining growth momentum as economic activities are inextricably linked to the path of pandemic, the finance ministry said            		  "
2021-06-09,India captain Virat Kohli retained his fifth spot while teammates Rohit Sharma and Rishabh Pant were joint sixth in the latest ICC Test rankings for batsmen            		  
2021-06-09,"Twitter has been and remains deeply committed to India, and serving vital public conversation taking place on the service, it said.            		  "
2021-06-09,The company is also doing phase-4 trials for real world effectiveness of the jab            		  
2021-06-09,The number of new coronavirus cases and the positivity rate saw a slight increase from Tuesday's figures.            		  
2021-06-09,Bharat Biotech is yet to publish the data of Covaxin's phase-3 trial            		  
2021-06-09,The move that may take her political battle against the BJP into the Hindi heartland            		  
2021-06-09,The draft Master Plan of Delhi 2041 envisions a future of mobility in the city driven by intelligent technology            		  
2021-06-09,"IT company Tech Mahindra is looking for acquisitions in Europe to upgrade its capabilities in various segments, including cloud computing, 5G, SAP and Salesforce softwares            		  "
2021-06-09,"Month-on-month, premium income declines 28.84% from April levels            		  "
2021-06-09,Isro to offer optimum utilisation of satellite imaging and other space technology for better accomplishment of targets.            		  
2021-06-09,This is in connection to his failure to quickly get to the bottom of the scandal over diesel engines rigged to cheat on emissions tests.            		  
2021-06-09,Economic activities have slowed down amid the second wave of Covid-19 and lockdowns across states            		  
2021-06-09,"Airport apex body says aeronautical revenues down 75-80%, cites severe cash crunch; Over 85% of total costs incurred by airport operators are fixed            		  "
2021-06-09,"This includes one-time bonus of Rs 315 cr, over and above regular bonus; company says it is the 20th consecutive year that it is declaring a bonus            		  "
2021-06-09,"India, in last informal meeting of TRIPS Council, had urged all members to begin text-based negotiations on the waiver proposal            		  "
2021-06-09,"Will invest in global startups looking to raise Series A, B and C round, size of fund is likely to be about $150 mn            		  "
2021-06-09,Move follows Reliance Infra board approval of Rs 550 cr fund-raising plan on Sunday            		  
2021-06-09,Centre seeks to encourage farmers to move away from paddy to these crops as their domestic output is low and global prices have surged            		  
2021-06-09,"According to the report, Indians have 52 per cent proficiency in ML and 54 per cent in mathematical skills.            		  "
2021-06-09,"Gas consumption has returned to its normal level in the last week: Manoj Jain, chairman of GAIL (India)            		  "
2021-06-09,Kumar is accused in a case of alleged murder            		  
2021-06-09,"In a Q&A, Amit Aggarwal dwells on his company's long-term commitment to India and its eight year journey in the country            		  "
2021-06-09,"Says current NAV of each of the six schemes is higher than on April 23, 2020, the AUM on which date was considered while returning amounts to unitholders            		  "
2021-06-09,A Chinese navy unit recently completed a far-ranging month-long training exercise in the Pacific Ocean            		  
2021-06-09,The company will monetise some of its pipelines by selling a minority stake through InvIT            		  
2021-06-09,Higher profitability was mainly due to improved performance of the petrochemical business as well as natural gas marketing and LPG segment            		  
2021-06-09,"Debt of Rs 11,200 crore of Reliance Capital group will get resolved once the winning bid is frozen            		  "
2021-06-09,Raj Kumar Bhargava and Lalit Bhasin cite refusal of Chairperson to convene Board meeting to discuss acute financial crises of the company            		  
2021-06-09,Some relaxations have been made            		  
2021-06-09,This comes amid high exports for the second consecutive season and increased supplies of ethanol for blending with petrol: report            		  
2021-06-09,This includes a special one-time bonus of Rs 315 crore            		  
2021-06-09,"At present, Nexon is available in 20 variants offering product propositions at different price points            		  "
2021-06-09,Bharat Biotech has clarified that it has undergone and will continue to undergo the most intensive safety and efficacy monitoring in Indian vaccines history.            		  
2021-06-09,"At a meeting with the farmer leaders here during the day, the TMC chief said that there should be a platform where states could converse on policy issues            		  "
2021-06-09,DBS was ranked #1 out of 30 domestic and international banks in India            		  
2021-06-09,Revenue from operations went up marginally by 1 per cent            		  
2021-06-09,Industry AUM tops Rs 33 trillion as markets log new highs            		  
2021-06-09,Uber's expansion plans are in line with its vision to make mobility and delivery more accessible            		  
2021-06-09,"Japanese Prime Minister Yoshihide Suga says he is aiming to have everyone in the country vaccinated by November, a target he set with a general election scheduled for later this year.            		  "
2021-06-09,"The central bank can directly print money and finance the government, but it should avoid doing so unless there is absolutely no alternative: former RBI governor D Subbarao            		  "
2021-06-09,Australia's Olympic baseball team has given up trying to qualify for the Tokyo Games because of coronavirus-related travel complications            		  
2021-06-09,"India has so far administered 239,058,360 vaccine doses. That is 824.43 per cent of its total caseload, and 17.16 per cent of its population            		  "
2021-06-09,"Indian men's hockey team is simulating Olympic atmosphere at its training base to prepare for the Tokyo Games in the best possible manner, reveals experienced forward Ramandeep Singh            		  "
2021-06-09,Indian Olympic Association (IOA) said it is hoping to find a new kit sponsor for the country's Olympic-bound contingent by the end of this month            		  
2021-06-09,China urged India to view bilateral cooperation in an 'objective and fair manner' after the IOA dropped Li Ning as its kit sponsor for the Tokyo Olympics-bound contingent citing 'public sentiment'            		  
2021-06-09,"The Indian Olympic Association (IOA) and Sunlight Sports (Brand Li Ning) have reached an agreement together to arrange the sports kitting of the Indian Olympic team to Tokyo 2020, locally by IOA.            		  "
2021-06-09,Spain expanded its parallel squad on Wednesday after Diego Llorente became the second player infected with the coronavirus ahead of the European Championship            		  
2021-06-09,Thapar is already being probed in another case related to diversion of public money in Yes Bank allegedly involving the bank's former chief Rana Kapoor            		  
2021-06-09,This comes amid a lacklustre trend in domestic equities.            		  
2021-06-09,"The S&P BSE Sensex ended at 51,942, down 334 points, or 0.64 per cent, while the Nifty50 closed the session at 15,635-mark, down 105 points            		  "
2021-06-09,This comes on the back of better demand for its properties            		  
2021-06-09,Rahul Gandhi extend his support to the ongoing farmers' protest            		  
2021-06-09,State Revenue Minister Balasaheb Thorat made the comment            		  
2021-06-09,"If the listing does happen, the scale could be comparable to what the LIC public issue will be in the insurance sector            		  "
2021-06-09,But currency depreciation and local regulations are concerns for foreign investors: Report            		  
2021-06-09,"The oil and gas giant still expects to appeal the verdict and believes it has been unjustly singled out, Chief Executive Ben van Beurden said in a statement posted on LinkedIn.            		  "
2021-06-09,"Districts with higher Muslim populations had administered 13.9 doses per 100 people until last week, while those with fewer Muslims had administered 15.7 doses            		  "
2021-06-09,IMD's month-wise LRF is particularly useful given the increasing unpredictability of rainfall due to climate change or even usual changes in weather patterns            		  
2021-06-09,The remark comes soon after his Congress colleague Jitin Prasada quit the party to join the BJP            		  
2021-06-09,Billionaire Anil Agarwal's metals-to-oil group said it will make an upfront payment of almost USD 40 million for the acquisition of Videocon Industries Ltd it will become  largest shareholder.            		  
2021-06-09,The south-west monsoon arrived in Mumbai and its neighbouring areas on Wednesday            		  
2021-06-09,England captain Joe Root wins the toss and elects to bat first in Birmingham today. Check ENG vs NZ Live streaming and toss result            		  
2021-06-09,The company on April 5 said its global sales rose 11% in the first nine weeks of its fiscal year.            		  
2021-06-09,Kumar has been undergoing treatment at Mumbai's PD Hinduja Hospital            		  
2021-06-09,"Higher international prices for commodities including crude, edible oils and gold are clearly spilling over into consumer inflation, says an economist            		  "
2021-06-09,"The Railways will utilise the allotted spectrum to provide long-term evolution (LTE) based Mobile Train Radio Communication on its route. The project is estimated to cost around Rs 25,000 crore.            		  "
2021-06-09,Chawla said she just wants to learn whether it is safe for all.            		  
2021-06-09,"The 2-DG is developed by the Institute of Nuclear Medicine and Allied Sciences (INMAS), a lab of DRDO, in collaboration with Dr Reddy' Laboratories.            		  "
2021-06-09,"Acquisition will help it strengthen its existing curriculum with comprehensive courseware on UI & UX Design, and Product Management            		  "
2021-06-09,Elections to the state legislative assembly are scheduled to be held in early 2022.            		  
2021-06-09,"Under the terms of the old agreement, the two were to finalise an investment deal by December 2020. This was after an earlier extension of the agreement which had lapsed in March 2020            		  "
2021-06-09,Facebook and its photo-sharing platform Instagram are working on new tools for this            		  
2021-06-09,China's May factory gate prices rose at their fastest annual pace in over 12 years            		  
2021-06-09,"Brent crude futures were up 32 cents, or 0.3%, at $72.42 a barrel at 0911 GMT            		  "
2021-06-09,"Despite limited lockdowns this time, economic impact will be felt, household income takes a hit            		  "
2021-06-09,"Price band at Rs 285-291 a share; fresh sale of Rs 300 cr and OFS worth Rs 5,250 crore, of shares held by Singapore Topco, Blackstone affiliate            		  "
2021-06-09,"Right now, travelling in the EU's 27 nations is a trial for tourists and airlines alike.            		  "
2021-06-09,The association also stressed upon the need for immediate and appropriate measures by authorities to control further damage.            		  
2021-06-09,"For next year's budget, the blueprint urged directing more resources to four areas: digital transformation, a greener society, the revival of regions and childcare support            		  "
2021-06-09,"Govt hikes paddy MSP by Rs 72 to Rs 1,940 per quintal for 2021-22 crop year from Rs 1,868 per quintal last year            		  "
2021-06-09,"Not the first time Zomato has made an exec a co-founder; Mohit Gupta, CEO of food delivery business and Gaurav Gupta, COO, were so named earlier            		  "
2021-06-09,"Spain, Brazil, Lebanon, Cyprus, and Portugal are some of the other countries            		  "
2021-06-09,"This comes a day after his government launched 'Jahan vote, vahan vaccine' campaign in the national capital.            		  "
2021-06-09,As many as 642 new infections were reported on Wednesday            		  
2021-06-09,Rockwell Industries has got orders for 750 Covid19 vaccine freezers from hospitals and institutions.            		  
2021-06-09,The first rains of this year's monsoon season in Mumbai caused water-logging in various parts of the city            		  
2021-06-09,The meeting took place at the PM's official residence            		  
2021-06-09,This comes against the backdrop of growing concern over China's increasing maritime presence in the Indian Ocean region.            		  
2021-06-09,"The company reported an 11.6 per cent year-on-year decline in consolidated revenue from operations at Rs 7,575 crore in Q4FY21            		  "
2021-06-09,"Kumar's term as LIC chairman was supposed to end on June 30, 2021, but the center has extended his term by almost nine more months till March 13, 2022.            		  "
2021-06-09,"Over 300,000 doses are in the pipeline and will be received by the States in the next three days            		  "
2021-06-09,As many as 708 proposals have been okayed            		  
2021-06-09,The Goa government has issued show cause notices to the private hospitals in question            		  
2021-06-09,The U.K.'s Competition and Markets Authority said it has opened enforcement cases against both airlines on Wednesday.            		  
2021-06-09,"Eoin Morgan and Jos Buttler are under investigation by the country's cricket board after their alleged racist tweets, mocking Indians, surfaced on the social media            		  "
2021-06-09,Former West Indies fast bowler Michael Holding has asked ECB to take a lenient view of charges of racism and sexism against Robinson if he has not made any such remarks over the last eight years            		  
2021-06-09,"The producer price index climbed 9% in May from a year earlier, driven by price increases for oil, metals and chemicals, the National Bureau of Statistics said            		  "
2021-06-09,"Will Young will bat at the Number 3 position in the absence of Kane Williamson. Check England vs New Zealand playing 11, head to head stats here            		  "
2021-06-09,"University develops self-testing kit to 'detect virus in 10 minutes', dexamethasone use in pregnant women may cause birth defects, and more-news relevant to India's fight against the pandemic            		  "
2021-06-09,The company said that its general staffing is back to pre-Covid levels of headcount and has surpassed pre-Covid revenue run rate            		  
2021-06-09,The Assembly said it is its discretion to determine what information it deems fit to be published            		  
2021-06-09,"The move to make the virtual coin legal tender is a rare slice of good news for the largest cryptocurrency, which is struggling to recover from a rout in May.            		  "
2021-06-09,This comes even as many countries are yet to receive even a single dose of Covid vaccines            		  
2021-06-09,Karnataka Revenue Minister R Ashoka made the remark            		  
2021-06-09,"The country reported less than 100,000 cases for the second day in a row            		  "
2021-06-09,This is the third monthly instalment of the grant            		  
2021-06-09,"There are 5,099 active cases in the state at present.            		  "
2021-06-09,This comes amid a  resurgence of Covid-19 outbreaks            		  
2021-06-09,"This was way higher than Rs 3,437 crore net inflow seen in April and Rs 9,115 crore in March, Amfi data showed on Wednesday            		  "
2021-06-09,The Reserve Bank of India has lifted its holding of the 5.85% 2030 bond to 545 billion rupees ($7.5 billion) or at least 52% of the total outstanding via Operation Twists.            		  
2021-06-09,Jitin was part of the group of 23 leaders who had written to party chief Sonia Gandhi last October seeking organisational overhaul and elections at all levels            		  
2021-06-09,Newly elected members of Dharamshala-based 17th Tibetan parliament-in-exile conducted oath taking ceremony on Wednesday            		  
2021-06-09,Union Agriculture Minister Narendra Singh Tomar on Tuesday said there is no instability in the Shivraj Singh Chouhan-led Bharatiya Janata Party (BJP) government in the state.            		  
2021-06-09,"CHATT will help smaller companies in digital growth and training, say its members.            		  "
2021-06-09,Former West Indies fast bowler Michael Holding has asked ECB to take a lenient view of charges of racism and sexism against Robinson if he has not made any such remarks over the last eight years            		  
2021-06-09,"The producer price index climbed 9% in May from a year earlier, driven by price increases for oil, metals and chemicals, the National Bureau of Statistics said            		  "
2021-06-09,"Will Young will bat at the Number 3 position in the absence of Kane Williamson. Check England vs New Zealand playing 11, head to head stats here            		  "
2021-06-09,"University develops self-testing kit to 'detect virus in 10 minutes', dexamethasone use in pregnant women may cause birth defects, and more-news relevant to India's fight against the pandemic            		  "
2021-06-09,The company said that its general staffing is back to pre-Covid levels of headcount and has surpassed pre-Covid revenue run rate            		  
2021-06-09,The Assembly said it is its discretion to determine what information it deems fit to be published            		  
2021-06-09,"The move to make the virtual coin legal tender is a rare slice of good news for the largest cryptocurrency, which is struggling to recover from a rout in May.            		  "
2021-06-09,This comes even as many countries are yet to receive even a single dose of Covid vaccines            		  
2021-06-09,Karnataka Revenue Minister R Ashoka made the remark            		  
2021-06-09,"The country reported less than 100,000 cases for the second day in a row            		  "
2021-06-09,This is the third monthly instalment of the grant            		  
2021-06-09,"There are 5,099 active cases in the state at present.            		  "
2021-06-09,This comes amid a  resurgence of Covid-19 outbreaks            		  
2021-06-09,"This was way higher than Rs 3,437 crore net inflow seen in April and Rs 9,115 crore in March, Amfi data showed on Wednesday            		  "
2021-06-09,The Reserve Bank of India has lifted its holding of the 5.85% 2030 bond to 545 billion rupees ($7.5 billion) or at least 52% of the total outstanding via Operation Twists.            		  
2021-06-09,Jitin was part of the group of 23 leaders who had written to party chief Sonia Gandhi last October seeking organisational overhaul and elections at all levels            		  
2021-06-09,Newly elected members of Dharamshala-based 17th Tibetan parliament-in-exile conducted oath taking ceremony on Wednesday            		  
2021-06-09,Union Agriculture Minister Narendra Singh Tomar on Tuesday said there is no instability in the Shivraj Singh Chouhan-led Bharatiya Janata Party (BJP) government in the state.            		  
2021-06-09,"CHATT will help smaller companies in digital growth and training, say its members.            		  "
